,type,id,description,Unnamed: 0,cwe_counts,libraries,repos
735,variant,34,Path Traversal: '....//',44,7062,"mlflow, nbconvert, onnx","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
736,variant,35,Path Traversal: '.../...//',48,7062,"mlflow, nbconvert, onnx","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
737,variant,37,Path Traversal: '/absolute/pathname/here',4,7067,"aiohttp, gradio, nltk","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
738,variant,38,Path Traversal: '\absolute\pathname\here',8,7067,"aiohttp, gradio, nltk","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
739,variant,39,Path Traversal: 'C:dirname',12,7067,"aiohttp, gradio, nltk","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
740,variant,40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),16,7067,"aiohttp, gradio, nltk","aim, alibi-detect, altair, autogluon, bentoml, bigartm, biopy, blaze, bokeh, bolt, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, feast, fedot, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lightgbm, lightly, lightwood, loso, machine-learning, mars, matplotlib, maze, metaworld, mindsdb, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, numpy, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, retinaface, retro, river, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-opt, scikit-survival, seaborn, shogun, skll, skorch, sktime, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
741,variant,42,Path Equivalence: 'filename.' (Trailing Dot),6,5,"flask-cors, gradio","blaze, colossalai, zipline"
742,variant,44,Path Equivalence: 'file.name' (Internal Dot),8,5,"flask-cors, gradio","blaze, colossalai, zipline"
743,variant,46,Path Equivalence: 'filename ' (Trailing Space),10,5,"flask-cors, gradio","blaze, colossalai, zipline"
744,variant,47,Path Equivalence: ' filename' (Leading Space),12,5,"flask-cors, gradio","blaze, colossalai, zipline"
745,variant,48,Path Equivalence: 'file name' (Internal Whitespace),14,5,"flask-cors, gradio","blaze, colossalai, zipline"
746,variant,49,Path Equivalence: 'filename/' (Trailing Slash),16,5,"flask-cors, gradio","blaze, colossalai, zipline"
747,variant,50,Path Equivalence: '//multiple/leading/slash',18,5,"flask-cors, gradio","blaze, colossalai, zipline"
748,variant,51,Path Equivalence: '/multiple//internal/slash',20,5,"flask-cors, gradio","blaze, colossalai, zipline"
749,variant,52,Path Equivalence: '/multiple/trailing/slash//',22,5,"flask-cors, gradio","blaze, colossalai, zipline"
750,variant,53,Path Equivalence: '\multiple\\internal\backslash',24,5,"flask-cors, gradio","blaze, colossalai, zipline"
751,variant,54,Path Equivalence: 'filedir\' (Trailing Backslash),26,5,"flask-cors, gradio","blaze, colossalai, zipline"
752,variant,55,Path Equivalence: '/./' (Single Dot Directory),28,5,"flask-cors, gradio","blaze, colossalai, zipline"
753,variant,56,Path Equivalence: 'filedir*' (Wildcard),30,5,"flask-cors, gradio","blaze, colossalai, zipline"
754,variant,57,Path Equivalence: 'fakedir/../realdir/filename',32,5,"flask-cors, gradio","blaze, colossalai, zipline"
755,variant,58,Path Equivalence: Windows 8.3 Filename,34,5,"flask-cors, gradio","blaze, colossalai, zipline"
756,variant,62,UNIX Hard Link,14,41,"anthropic, filelock, langchain, onnx, pip, pydantic-settings, python-dotenv, virtualenv","cltk, colossalai, compreface, cornac, cortex, face_recognition, feast, igel, lightwood, mindsdb, mlflow, open-webui, pydantic, ray, retro, superset"
757,variant,64,Windows Shortcut Following (.LNK),21,41,"anthropic, filelock, langchain, onnx, pip, pydantic-settings, python-dotenv, virtualenv","cltk, colossalai, compreface, cornac, cortex, face_recognition, feast, igel, lightwood, mindsdb, mlflow, open-webui, pydantic, ray, retro, superset"
758,variant,65,Windows Hard Link,28,41,"anthropic, filelock, langchain, onnx, pip, pydantic-settings, python-dotenv, virtualenv","cltk, colossalai, compreface, cornac, cortex, face_recognition, feast, igel, lightwood, mindsdb, mlflow, open-webui, pydantic, ray, retro, superset"
759,variant,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),36,168,"aim, bleach, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, tornado","aim, altair, blaze, bowtie, cleanlab, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, pytorchcv, ray, rep, seaborn, skbel, zipline"
760,variant,81,Improper Neutralization of Script in an Error Message Web Page,72,168,"aim, bleach, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, tornado","aim, altair, blaze, bowtie, cleanlab, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, pytorchcv, ray, rep, seaborn, skbel, zipline"
761,variant,82,Improper Neutralization of Script in Attributes of IMG Tags in a Web Page,1,2,lxml-html-clean,danswerai
762,variant,83,Improper Neutralization of Script in Attributes in a Web Page,108,168,"aim, bleach, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, tornado","aim, altair, blaze, bowtie, cleanlab, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, pytorchcv, ray, rep, seaborn, skbel, zipline"
763,variant,84,Improper Neutralization of Encoded URI Schemes in a Web Page,144,168,"aim, bleach, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, tornado","aim, altair, blaze, bowtie, cleanlab, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, pytorchcv, ray, rep, seaborn, skbel, zipline"
764,variant,85,Doubled Character XSS Manipulations,180,168,"aim, bleach, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, tornado","aim, altair, blaze, bowtie, cleanlab, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, pytorchcv, ray, rep, seaborn, skbel, zipline"
765,variant,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,224,191,"aim, bleach, gitpython, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, python-multipart, tornado, uv","aim, altair, blaze, bowtie, cleanlab, cltk, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, open-webui, pytorchcv, ray, rep, seaborn, skbel, superset, zipline"
766,variant,87,Improper Neutralization of Alternate XSS Syntax,252,168,"aim, bleach, gradio, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, tornado","aim, altair, blaze, bowtie, cleanlab, colossalai, compreface, cornac, danswerai, deepface, digits, evidently, feast, fedot, gensim, igel, lightwood, machine-learning, mars, mindsdb, mlflow, pytorchcv, ray, rep, seaborn, skbel, zipline"
767,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),46,222,"aim, chromadb, diffusers, diskcache, dynaconf, gitpython, joblib, keras, mlflow, modelscope, nltk, numexpr, pillow, ray, setuptools, sqlitedict, tensorflow, tensorflow-gpu","aim, alibi, alibi-detect, annoy, bigartm, blaze, breze, bytehub, catalyst, catboost, chainer, cleanlab, cltk, colossalai, compreface, cornac, couler, dash, deeppavlov, deeppy, determined, di-engine, digits, evidently, feast, fedot, gan, gensim, ggpy, igel, imbalanced-ensemble, joligen, lambdo, langflow, lifelines, lightwood, litellm, matplotlib, metric-learn, mindsdb, mist, mlflow, neuroner, nn_builder, notebook, numpy, nupic.studio, open-webui, pebl, pix2pix-keras, pybrain, pyod, pyqtgraph, python-timbl, pytorch, ray, recommenders, retro, rgf, rockpool, scikit-image, scikit-multiflow, seaborn, segmentation_models, snips-nlu, statsmodels, stellargraph, streamlit, superset, tensorflow, tpot, vigra, xlearn, zipline, zpar"
768,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),169,7346,"aim, bleach, chromadb, diffusers, diskcache, docling, dynaconf, gitpython, joblib, keras, lxml-html-clean, mistune, mlflow, modelscope, nbconvert, nltk, notebook, numexpr, pillow, pip, ray, setuptools, sqlitedict, starlette, tensorflow, tensorflow-gpu, transformers, unstructured","aim, alibi, alibi-detect, altair, annoy, autogluon, backprop, bentoml, bigartm, biopy, blaze, bokeh, bolt, breze, bytehub, caffe, catalyst, catboost, chainer, cleanlab, cltk, colibri-core, colossalai, compreface, corenlp, cornac, cortex, couler, danswerai, dash, deepchecks, deepface, deeplake, deeppavlov, deeppy, detectron2, determined, di-engine, digits, dowel, drqa, dtaidistance, emcee, evidently, face_recognition, fastapi, feast, fedot, gan, garage, gensim, ggpy, gradio, gymnasium, haystack, hebel, igel, imbalanced-ensemble, jax, jieba, joligen, jprocessing, keras-tuner, lab, lambdo, langflow, langfuse, lifelines, lightgbm, lightly, lightwood, litellm, loso, machine-learning, mars, matplotlib, maze, metaworld, metric-learn, mindsdb, mist, mlens, mlflow, mljar-supervised, mlx, mlxtend, neural-style-pt, neuraltalk, neuraltalk2, neuroner, neuropredict, nilearn, nn_builder, notebook, numpy, nupic.studio, nut, open-metric-learning, open-webui, optuna, pandas, parris, pebl, petrel, pgmpy, pix2pix-keras, pkuseg-python, polyglot, prodmodel, pybrain, pymc, pynlpl, pyod, pyqtgraph, pyss3, pysyft, pytensor, python-recsys, python-timbl, pytorch, pytorch-frame, pytorch-image-models, pytorch-lightning, pytorch_geometric, pytorchcv, rasa, ray, recommenders, rep, retinaface, retro, rgf, river, rockpool, rosetta, scikit-image, scikit-learn, scikit-learn-intelex, scikit-multiflow, scikit-opt, scikit-survival, seaborn, segmentation_models, shogun, skbel, skll, skorch, sktime, snips-nlu, somoclu, spacy, spearmint, statsmodels, stellargraph, streamlit, superset, synapseml, tensorflow, tesseract, textacy, tpot, transformers, typer, vigra, vispy, vizdoom, xcessiv, xgboost, xlearn, yalign, zipline, zpar"
769,variant,102,Struts: Duplicate Validation Forms,1716,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
770,variant,103,Struts: Incomplete validate() Method Definition,1794,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
771,variant,104,Struts: Form Bean Does Not Extend Validation Class,1872,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
772,variant,105,Struts: Form Field Without Validator,1950,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
773,variant,106,Struts: Plug-in Framework not in Use,2028,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
774,variant,107,Struts: Unused Validation Form,2106,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
775,variant,108,Struts: Unvalidated Action Form,2184,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
776,variant,109,Struts: Validator Turned Off,2262,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
777,variant,110,Struts: Validator Without Form Field,2340,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
778,variant,111,Direct Use of Unsafe JNI,2418,559,"aiohttp, flask, gitpython, gradio, ipython, jupyterlab, litestar, mlflow, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deeppavlov, determined, digits, evidently, fastapi, feast, gradio, igel, langflow, lightly, lightwood, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, retro, spammy, streamlit, superset, transformers, vizdoom, zipline"
779,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),2904,749,"aim, aiohttp, bleach, flask, gitpython, gradio, gunicorn, ipython, jinja2, jupyter-server, jupyterlab, litestar, lxml, lxml-html-clean, mistune, mlflow, nltk, notebook, oauthlib, onnx, pillow, pip, python-multipart, pyyaml, starlette, tensorflow, tensorflow-gpu, tornado, transformers, ujson, uv, werkzeug","aim, altair, auto_viml, autoviz, backprop, blaze, bokeh, bowtie, cleanlab, cltk, colossalai, compreface, cornac, cortex, danswerai, deepface, deeppavlov, determined, digits, evidently, fastapi, feast, fedot, gensim, gradio, igel, langflow, lightly, lightwood, machine-learning, mars, matplotlib, mindsdb, mlflow, nalp, neuroner, nn_builder, numpy, open-webui, pattern, pix2pix-keras, pydantic, pysyft, pytensor, pytorch, pytorchcv, rasa, ray, rep, retro, seaborn, skbel, spammy, streamlit, superset, transformers, vizdoom, zipline"
780,variant,121,Stack-based Buffer Overflow,106,305,"opencv-python, pillow, tensorflow, tensorflow-gpu, ujson, werkzeug","aim, alibi, altair, colossalai, compreface, cornac, evidently, fastapi, feast, igel, lightwood, matplotlib, mindsdb, mlflow, neuroner, nn_builder, open-webui, ray, skbel, zipline"
781,variant,122,Heap-based Buffer Overflow,159,305,"opencv-python, pillow, tensorflow, tensorflow-gpu, ujson, werkzeug","aim, alibi, altair, colossalai, compreface, cornac, evidently, fastapi, feast, igel, lightwood, matplotlib, mindsdb, mlflow, neuroner, nn_builder, open-webui, ray, skbel, zipline"
782,variant,126,Buffer Over-read,70,420,"aiohttp, cryptography, onnx, pillow, pymongo, tensorflow, tensorflow-gpu","aim, alibi, altair, blaze, compreface, cornac, danswerai, evidently, face_recognition, fastapi, feast, igel, lightwood, matplotlib, mindsdb, mlflow, neuroner, nn_builder, open-webui, pytorch, ray, skbel, zipline"
783,variant,127,Buffer Under-read,140,420,"aiohttp, cryptography, onnx, pillow, pymongo, tensorflow, tensorflow-gpu","aim, alibi, altair, blaze, compreface, cornac, danswerai, evidently, face_recognition, fastapi, feast, igel, lightwood, matplotlib, mindsdb, mlflow, neuroner, nn_builder, open-webui, pytorch, ray, skbel, zipline"
