,type,id,description,cwe_counts,libraries,repos
631,class,922,Insecure Storage of Sensitive Information,213,scikit-learn,"aim, auto_viml, bokeh, catboost, cltk, compreface, cortex, deepchecks, deeppavlov, determined, di-engine, evidently, feast, gensim, hyperopt-sklearn, igel, langflow, lightly, lightning-bolts, lightwood, litellm, mindsdb, minigrad, miraiml, mlens, mlflow, neofuzz, neuroner, open-webui, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, scikit-survival, skbel, skll, sktime, snips-nlu, streamlit, suiron, transformers, typer, xgboost"
632,class,923,Improper Restriction of Communication Channel to Intended Endpoints,38,"apache-airflow, flask-cors, jupyter-server, litellm, mlflow, nltk","blaze, cltk, danswerai, deepchecks, evidently, fastapi, gensim, lightwood, litellm, mindsdb, mlflow, open-webui, ray, spammy, transformers, zipline"
633,class,943,Improper Neutralization of Special Elements in Data Query Logic,43,"apache-airflow, langchain, litellm, llama-index, lxml, pillow, pymysql, sqlalchemy, tqdm, urllib3","blaze, catboost, colossalai, compreface, danswerai, deeppavlov, evidently, feast, gradio, igel, lightly, matplotlib, mindsdb, nupic.studio, rasa, ray, river, stellargraph, superset, zipline"
634,class,1023,Incomplete Comparison with Missing Factors,66,"nltk, numpy, tensorflow","aim, blaze, compreface, cornac, cortex, digits, gensim, igel, lightly, minigrad, mlflow, modal, neuroner, nn_builder, pix2pix-keras, prodmodel, ray, scikit-multiflow, sinabs, spammy, sparklingpandas, suiron"
635,class,1039,Automated Recognition Mechanism with Inadequate Detection or Handling of Adversarial Input Perturbations,109,"jinja2, nltk, numpy, tensorflow","aim, blaze, catalyst, cleanlab, cltk, compreface, cornac, cortex, couler, digits, dl-translate, feast, gensim, gradio, igel, joligen, lasagne, lightly, lightwood, litellm, maze, minigrad, mlflow, modal, neuroner, nn_builder, pix2pix-keras, pomegranate, prodmodel, pytorch, rasa, ray, river, scikit-learn-intelex, scikit-multiflow, sinabs, skbel, spammy, sparklingpandas, statsmodels, suiron, transformers, zipline"
636,class,1177,Use of Prohibited Code,16,pillow,"compreface, deeplake, gradio, igel, lightly, matplotlib, nupic.studio, rasa, ray, skbel, stellargraph, transformers, typer, zipline"
637,class,1263,Improper Physical Access Control,17,"apache-airflow, flask-cors, jupyter-server, litellm, mlflow","blaze, evidently, mindsdb, mlflow, ray, zipline"
638,class,1294,Insecure Security Identifier Mechanism,17,"apache-airflow, flask-cors, jupyter-server, litellm, mlflow","blaze, evidently, mindsdb, mlflow, ray, zipline"
639,class,1390,Weak Authentication,5,"flask-appbuilder, requests","rep, superset"
640,class,1419,Incorrect Initialization of Resource,23,"pillow, tensorflow","compreface, cornac, igel, lightly, matplotlib, neuroner, nn_builder, nupic.studio, stellargraph, zipline"
641,composite,352,Cross-Site Request Forgery (CSRF),278,"aim, aiohttp, apache-airflow, bleach, certifi, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, paramiko, pillow, readthedocs-sphinx-search, tensorflow","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, danswerai, deepface, dl-translate, evidently, fastapi, feast, gradio, igel, joligen, lasagne, lightly, lightwood, litellm, machine-learning, matplotlib, maze, mindsdb, minigrad, mlflow, neuroner, nn_builder, nupic.studio, open-webui, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, retro, river, scikit-learn-intelex, sinabs, skbel, statsmodels, stellargraph, tensorflow, transformers, zipline"
642,composite,384,Session Fixation,2,h2o,fedot
643,composite,689,Permission Race Condition During Resource Copy,10,"azure-identity, gradio","colossalai, feast, mlflow, ray"
644,pillar,284,Improper Access Control,45,"apache-airflow, flask-appbuilder, gradio, ipython, jupyter-core, langchain-experimental, litellm, ray","colossalai, evidently, igel, mindsdb, minigrad, ray, skbel, stellargraph, superset, transformers"
645,pillar,664,Improper Control of a Resource Through its Lifetime,409,"apache-airflow, dask, dparse, flask, h2o, idna, jinja2, langchain, lightning, mlflow, nltk, pillow, pygments, python-jose, python-multipart, scikit-learn, starlette, tensorflow, tornado, urllib3, werkzeug, zipp","aim, auto_viml, blaze, catboost, cltk, colossalai, compreface, cornac, cortex, danswerai, deepchecks, deeplake, deeppavlov, determined, digits, evidently, feast, fedot, gensim, gradio, hyperopt-sklearn, igel, jax, langflow, lasagne, lightly, lightning-bolts, lightwood, litellm, matplotlib, mindsdb, minigrad, miraiml, mlens, mlflow, neofuzz, neuroner, nn_builder, numpy, nupic.studio, open-webui, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, scikit-learn-intelex, scikit-survival, sinabs, skbel, skll, sktime, snips-nlu, spammy, stellargraph, streamlit, suiron, tensorflow, transformers, zipline"
646,pillar,682,Incorrect Calculation,1697,"lmdb, redis, tensorflow, tensorflow-cpu","aim, compreface, cornac, determined, digits, igel, mlflow, neuroner, nn_builder, rasa, ray, transformers"
647,pillar,691,Insufficient Control Flow Management,84,"azure-identity, dnspython, gradio, requests, tensorflow","aim, cleanlab, cltk, colossalai, compreface, cornac, cortex, evidently, feast, frouros, gradio, igel, lightly, lightwood, litellm, minigrad, mlflow, neuroner, nn_builder, pysyft, pytorch, pytorch-lightning, rasa, ray, rep, river, scikit-learn-intelex, sinabs, skbel, superset, tensorflow, transformers"
648,pillar,693,Protection Mechanism Failure,100,"certifi, gradio, paramiko, pillow, python-jose, tensorflow","catboost, cltk, colossalai, compreface, cornac, couler, determined, evidently, feast, gradio, igel, lightly, lightwood, litellm, matplotlib, mindsdb, minigrad, mlflow, neuroner, nn_builder, nupic.studio, open-webui, pytorch, rasa, ray, retro, river, scikit-learn-intelex, sinabs, skbel, stellargraph, streamlit, tensorflow, transformers, zipline"
649,pillar,697,Incorrect Comparison,2,,catboost
650,pillar,703,Improper Check or Handling of Exceptional Conditions,72,"cryptography, grpcio, tensorflow","aim, compreface, cornac, face_recognition, igel, neuroner, nn_builder, ray"
651,pillar,707,Improper Neutralization,602,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, langchain, litellm, lxml, mlflow, oauthlib, pillow, pip, pyyaml, tensorflow, tqdm, urllib3, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, deepface, deeppavlov, evidently, gradio, igel, lightly, machine-learning, matplotlib, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, nupic.studio, open-webui, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, river, skbel, spammy, stellargraph, vizdoom, zipline"
652,pillar,710,Improper Adherence to Coding Standards,372,"cryptography, lxml, numpy, protobuf, tensorflow","aim, bigartm, blaze, bokeh, caffe, compreface, cornac, digits, evidently, face_recognition, igel, mindsdb, minigrad, neuroner, nn_builder, pix2pix-keras, prodmodel, rasa, ray, scikit-multiflow, sparklingpandas, suiron, superset, transformers, xcessiv, zipline"
653,variant,8,J2EE Misconfiguration: Entity Bean Declared Remote,14,"apache-airflow, dask, mlflow, tensorflow","blaze, compreface, cornac, evidently, igel, mlflow, neuroner, nn_builder, ray"
654,variant,11,ASP.NET Misconfiguration: Creating Debug Binary,8,,"bokeh, caffe, compreface, evidently, face_recognition, mindsdb, xcessiv"
655,variant,24,Path Traversal: '../filedir',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
656,variant,25,Path Traversal: '/../filedir',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
657,variant,26,Path Traversal: '/dir/../filename',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
658,variant,27,Path Traversal: 'dir/../../filename',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
659,variant,28,Path Traversal: '..\filedir',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
660,variant,29,Path Traversal: '\..\filename',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
661,variant,30,Path Traversal: '\dir\..\filename',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
662,variant,31,Path Traversal: 'dir\..\..\filename',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
663,variant,32,Path Traversal: '...' (Triple Dot),50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
664,variant,33,Path Traversal: '....' (Multiple Dot),50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
665,variant,34,Path Traversal: '....//',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
666,variant,35,Path Traversal: '.../...//',50,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
667,variant,37,Path Traversal: '/absolute/pathname/here',48,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
668,variant,38,Path Traversal: '\absolute\pathname\here',48,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
669,variant,39,Path Traversal: 'C:dirname',48,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
670,variant,40,Path Traversal: '\\UNC\share\name\' (Windows UNC Share),48,mlflow,"aim, danswerai, deepface, digits, evidently, joligen, litellm, mindsdb, mlflow, open-webui, pytorch-lightning, pytorchcv, streamlit, xcessiv"
671,variant,80,Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
672,variant,81,Improper Neutralization of Script in an Error Message Web Page,130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
673,variant,83,Improper Neutralization of Script in Attributes in a Web Page,130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
674,variant,84,Improper Neutralization of Encoded URI Schemes in a Web Page,130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
675,variant,85,Doubled Character XSS Manipulations,130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
676,variant,86,Improper Neutralization of Invalid Characters in Identifiers in Web Pages,130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
677,variant,87,Improper Neutralization of Alternate XSS Syntax,130,"aim, aiohttp, apache-airflow, bleach, gradio, jinja2, jupyter-server, jupyterlab, lxml, mlflow, nbconvert, notebook, readthedocs-sphinx-search","blaze, catalyst, cleanlab, cltk, colossalai, compreface, cornac, couler, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, pomegranate, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, river, sinabs, skbel, statsmodels, transformers, zipline"
678,variant,95,Improper Neutralization of Directives in Dynamically Evaluated Code ('Eval Injection'),97,"aim, apache-airflow, gitpython, joblib, keras, litellm, llama-index, mlflow, numexpr, pillow, pytorch-lightning, setuptools, sqlitedict, tensorflow","aim, blaze, cltk, compreface, cornac, danswerai, determined, di-engine, digits, evidently, feast, gradio, igel, jax, lightly, lightwood, matplotlib, mindsdb, minigrad, mlflow, neuroner, nn_builder, nupic.studio, open-webui, pix2pix-keras, pytorch, pytorch-lightning, rasa, ray, retro, river, skbel, stellargraph, tensorflow, transformers, typer, zipline"
679,variant,98,Improper Control of Filename for Include/Require Statement in PHP Program ('PHP Remote File Inclusion'),145,"aim, apache-airflow, gitpython, h2o, joblib, keras, litellm, llama-index, mlflow, notebook, numexpr, pillow, pytorch-lightning, setuptools, sqlitedict, tensorflow","aim, blaze, cltk, compreface, cornac, danswerai, deepface, determined, di-engine, digits, evidently, feast, fedot, gradio, igel, jax, joligen, lightly, lightwood, litellm, matplotlib, mindsdb, minigrad, mlflow, neuroner, nn_builder, nupic.studio, open-webui, pix2pix-keras, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, retro, river, skbel, stellargraph, streamlit, tensorflow, transformers, typer, xcessiv, zipline"
680,variant,102,Struts: Duplicate Validation Forms,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
681,variant,103,Struts: Incomplete validate() Method Definition,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
682,variant,104,Struts: Form Bean Does Not Extend Validation Class,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
683,variant,105,Struts: Form Field Without Validator,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
684,variant,106,Struts: Plug-in Framework not in Use,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
685,variant,107,Struts: Unused Validation Form,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
686,variant,108,Struts: Unvalidated Action Form,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
687,variant,109,Struts: Validator Turned Off,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
688,variant,110,Struts: Validator Without Form Field,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
689,variant,111,Direct Use of Unsafe JNI,553,"aiohttp, apache-airflow, flask, gitpython, gradio, ipython, litellm, mlflow, oauthlib, pip, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, vizdoom, zipline"
690,variant,113,Improper Neutralization of CRLF Sequences in HTTP Headers ('HTTP Request/Response Splitting'),684,"aim, aiohttp, apache-airflow, bleach, flask, gitpython, gradio, gunicorn, ipython, jinja2, jupyter-server, jupyterlab, litellm, lxml, mlflow, nbconvert, notebook, oauthlib, pip, pyyaml, readthedocs-sphinx-search, tensorflow, tornado, werkzeug","aim, auto_viml, autoviz, blaze, catalyst, catboost, cleanlab, cltk, colossalai, compreface, cornac, couler, danswerai, deepface, dl-translate, evidently, feast, gradio, igel, joligen, lasagne, machine-learning, maze, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pomegranate, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, rep, retro, river, scikit-learn-intelex, sinabs, skbel, spammy, statsmodels, stellargraph, transformers, vizdoom, zipline"
691,variant,121,Stack-based Buffer Overflow,247,"lmdb, opencv-python, pillow, protobuf, tensorflow, werkzeug","aim, bigartm, blaze, colossalai, compreface, cornac, digits, evidently, gradio, igel, lightly, matplotlib, mindsdb, mlflow, neuroner, nn_builder, nupic.studio, rasa, ray, skbel, stellargraph, transformers, zipline"
692,variant,122,Heap-based Buffer Overflow,247,"lmdb, opencv-python, pillow, protobuf, tensorflow, werkzeug","aim, bigartm, blaze, colossalai, compreface, cornac, digits, evidently, gradio, igel, lightly, matplotlib, mindsdb, mlflow, neuroner, nn_builder, nupic.studio, rasa, ray, skbel, stellargraph, transformers, zipline"
693,variant,126,Buffer Over-read,365,"onnx, pillow, pymongo, tensorflow","aim, blaze, chainer, compreface, cornac, igel, lightly, matplotlib, neuroner, nn_builder, nupic.studio, pytorch-lightning, rasa, ray, stellargraph, zipline"
694,variant,127,Buffer Under-read,365,"onnx, pillow, pymongo, tensorflow","aim, blaze, chainer, compreface, cornac, igel, lightly, matplotlib, neuroner, nn_builder, nupic.studio, pytorch-lightning, rasa, ray, stellargraph, zipline"
695,variant,129,Improper Validation of Array Index,594,"aiohttp, apache-airflow, flask, gitpython, gradio, grpcio, ipython, litellm, mlflow, oauthlib, pip, protobuf, pyyaml, tensorflow, werkzeug","aim, auto_viml, autoviz, bigartm, blaze, catboost, cleanlab, cltk, colossalai, compreface, cornac, danswerai, digits, evidently, gradio, igel, mindsdb, minigrad, mlflow, nalp, neuroner, nn_builder, numpy, pattern, petrel, pix2pix-keras, pytensor, pytorch, pytorch-lightning, pytorchcv, rasa, ray, retro, skbel, spammy, stellargraph, tensorflow, vizdoom, zipline"
696,variant,187,Partial String Comparison,2,,catboost
697,variant,192,Integer Coercion Error,33,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
698,variant,194,Unexpected Sign Extension,99,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
699,variant,195,Signed to Unsigned Conversion Error,136,"protobuf, tensorflow","bigartm, compreface, cornac, digits, igel, mlflow, neuroner, nn_builder"
700,variant,196,Unsigned to Signed Conversion Error,99,tensorflow,"compreface, cornac, igel, neuroner, nn_builder"
701,variant,231,Improper Handling of Extra Values,109,"numpy, pillow, tensorflow","aim, blaze, compreface, cornac, cortex, deeplake, digits, gradio, igel, lightly, matplotlib, minigrad, modal, neuroner, nn_builder, nupic.studio, pix2pix-keras, prodmodel, rasa, ray, scikit-multiflow, sinabs, skbel, sparklingpandas, stellargraph, suiron, transformers, typer, zipline"
702,variant,234,Failure to Handle Missing Parameter,5,pillow,"lightly, matplotlib, nupic.studio, stellargraph, zipline"
703,variant,235,Improper Handling of Extra Parameters,5,pillow,"lightly, matplotlib, nupic.studio, stellargraph, zipline"
704,variant,236,Improper Handling of Undefined Parameters,5,pillow,"lightly, matplotlib, nupic.studio, stellargraph, zipline"
705,variant,243,Creation of chroot Jail Without Changing Working Directory,35,urllib3,"cltk, compreface, evidently, feast, gradio, igel, lightly, lightwood, minigrad, mlflow, pytorch, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, tensorflow, transformers, zipline"
706,variant,244,Improper Clearing of Heap Memory Before Release ('Heap Inspection'),35,urllib3,"cltk, compreface, evidently, feast, gradio, igel, lightly, lightwood, minigrad, mlflow, pytorch, rasa, ray, river, scikit-learn-intelex, sinabs, skbel, tensorflow, transformers, zipline"
707,variant,291,Reliance on IP Address for Authentication,3,tensorflow,"compreface, cornac, neuroner"
708,variant,297,Improper Validation of Certificate with Host Mismatch,7,apache-airflow,"catboost, evidently, ray"
709,variant,298,Improper Validation of Certificate Expiration,7,apache-airflow,"catboost, evidently, ray"
710,variant,313,Cleartext Storage in a File or on Disk,157,,"aim, bokeh, catboost, cortex, determined, di-engine, feast, langflow, litellm, mindsdb, mlflow, open-webui, ray, streamlit, typer, xgboost"
711,variant,314,Cleartext Storage in the Registry,157,,"aim, bokeh, catboost, cortex, determined, di-engine, feast, langflow, litellm, mindsdb, mlflow, open-webui, ray, streamlit, typer, xgboost"
712,variant,315,Cleartext Storage of Sensitive Information in a Cookie,157,,"aim, bokeh, catboost, cortex, determined, di-engine, feast, langflow, litellm, mindsdb, mlflow, open-webui, ray, streamlit, typer, xgboost"
713,variant,316,Cleartext Storage of Sensitive Information in Memory,157,,"aim, bokeh, catboost, cortex, determined, di-engine, feast, langflow, litellm, mindsdb, mlflow, open-webui, ray, streamlit, typer, xgboost"
714,variant,317,Cleartext Storage of Sensitive Information in GUI,157,,"aim, bokeh, catboost, cortex, determined, di-engine, feast, langflow, litellm, mindsdb, mlflow, open-webui, ray, streamlit, typer, xgboost"
715,variant,318,Cleartext Storage of Sensitive Information in Executable,157,,"aim, bokeh, catboost, cortex, determined, di-engine, feast, langflow, litellm, mindsdb, mlflow, open-webui, ray, streamlit, typer, xgboost"
716,variant,332,Insufficient Entropy in PRNG,1,werkzeug,blaze
717,variant,333,Improper Handling of Insufficient Entropy in TRNG,13,"tensorflow, werkzeug","blaze, compreface, cornac, neuroner, nn_builder"
718,variant,415,Double Free,87,"tensorflow, torch","aim, backprop, cleanlab, colossalai, compreface, cornac, cortex, deepchecks, deeppavlov, detecto, determined, garage, gradio, igel, lightly, mindsdb, minigrad, neuroner, nn_builder, open-metric-learning, ray, sinabs, tpot, transformers"
719,variant,416,Use After Free,191,"azure-identity, cryptography, gradio, numpy, pillow, psutil, tensorflow","aim, blaze, colossalai, compreface, cornac, cortex, deeplake, digits, face_recognition, feast, gradio, igel, lightly, matplotlib, minigrad, mlflow, modal, neuroner, nn_builder, nupic.studio, pix2pix-keras, prodmodel, rasa, ray, scikit-multiflow, sinabs, skbel, sparklingpandas, stellargraph, suiron, transformers, typer, zipline"
720,variant,456,Missing Initialization of a Variable,168,"langchain, litellm, llama-index, numpy, pillow, pymysql, sqlalchemy, tensorflow","aim, blaze, colossalai, compreface, cornac, cortex, danswerai, deeplake, digits, feast, gradio, igel, lightly, matplotlib, mindsdb, minigrad, modal, neuroner, nn_builder, nupic.studio, pix2pix-keras, prodmodel, rasa, ray, scikit-multiflow, sinabs, skbel, sparklingpandas, stellargraph, suiron, superset, transformers, typer, zipline"
